client_id,nps_score,response_time_hrs,escalations,satisfied
292,92,209.85,448.94,1
293,39,141.68,276.85,0
294,68,158.84,81.29,0
295,71,204.29,289.53,0
296,39,282.67,406.39,1
297,89,86.56,168.42,0
298,65,344.93,100.1,0
299,64,294.58,460.47,1
300,75,10.63,254.41,0
301,36,161.1,253.41,0
302,63,353.41,405.66,1
303,85,63.49,241.09,0
304,37,206.08,482.04,1
305,84,87.58,133.91,0
306,25,376.93,110.57,0
307,92,215.64,11.84,0
308,83,452.35,139.84,1
309,84,37.44,326.52,0
310,85,238.95,250.74,0
311,88,185.36,231.48,0
312,32,391.33,278.65,1
313,91,447.52,108.85,1
314,29,338.08,359.44,1
315,20,309.79,353.34,1
316,29,140.66,65.43,0
317,23,496.15,461.48,1
318,63,10.55,261.46,0
319,35,192.93,37.88,0
320,50,90.85,29.91,0
321,35,189.24,54.15,0
322,62,70.93,431.99,0
323,90,499.96,475.57,1
324,77,226.85,63.49,0
325,32,499.79,135.9,1
326,36,75.82,422.02,0
327,30,180.4,459.13,1
328,94,444.43,456.62,1
329,65,93.47,268.72,0
330,30,495.68,195.06,1
331,84,39.92,172.4,0
332,79,440.51,304.2,1
333,21,423.9,298.62,1
334,82,465.41,316.8,1
335,82,101.04,301.84,0
336,87,288.09,365.06,1
337,22,426.06,283.39,1
338,76,309.32,292.57,1
339,47,76.22,458.33,0
340,20,427.0,129.28,0
341,43,348.85,422.35,1
342,43,249.26,83.04,0
343,73,195.27,329.75,1
344,27,68.61,223.11,0
345,53,166.8,210.03,0
346,29,426.92,319.52,1
347,41,202.16,344.69,0
348,63,51.31,217.22,0
349,35,469.94,403.67,1
350,46,270.08,221.13,0
351,37,309.32,28.4,0
352,80,460.18,283.28,1
353,34,260.24,30.64,0
354,35,389.71,432.88,1
355,78,297.57,13.05,0
356,21,144.13,270.38,0
357,89,76.64,488.36,1
358,52,452.06,239.19,1
359,93,423.29,442.19,1
360,28,377.07,387.73,1
361,61,452.55,191.17,1
362,59,287.82,435.41,1
363,80,273.31,382.09,1
364,50,137.16,147.13,0
365,89,143.09,435.65,1
366,93,194.91,89.33,0
367,87,390.58,498.33,1
368,94,381.68,396.01,1
369,70,329.7,358.61,1
370,89,24.71,262.02,0
371,84,41.49,113.87,0
372,37,341.51,278.63,1
373,79,30.74,170.16,0
374,67,401.64,489.71,1
375,30,126.7,237.1,0
376,61,306.25,17.35,0
377,77,149.01,24.15,0
378,70,40.93,215.73,0
379,38,335.93,333.91,1
380,24,39.67,262.81,0
381,26,480.74,492.98,1
382,51,475.41,477.5,1
383,56,101.14,279.76,0
384,69,343.86,101.14,0
385,73,371.68,211.12,1
386,68,163.09,352.42,0
387,54,15.39,47.49,0
388,38,458.24,300.79,1
389,80,133.34,497.0,1
390,27,32.18,106.73,0
391,58,158.62,295.46,0
392,35,239.47,56.26,0
393,20,362.34,379.39,1
394,70,144.71,198.1,0
395,83,111.07,360.47,0
396,27,430.04,181.16,1
397,87,323.0,175.03,0
398,60,128.05,94.86,0
399,65,130.5,211.64,0
400,26,358.98,377.64,1
401,77,499.53,396.56,1
402,39,132.54,407.77,0
403,40,304.84,304.71,1
404,67,319.37,452.67,1
405,66,282.03,162.21,0
406,39,12.46,393.68,0
407,37,496.39,261.47,1
408,41,493.47,64.89,1
409,85,318.78,306.73,1
410,25,452.49,366.05,1
411,40,247.37,151.48,0
412,57,427.21,151.7,1
413,46,14.4,309.71,0
414,43,475.25,274.69,1
415,48,54.21,85.17,0
416,93,173.17,390.1,1
417,46,60.42,197.99,0
418,61,294.49,296.97,1
419,71,249.92,26.09,0
420,33,23.32,146.11,0
421,78,442.24,243.16,1
422,20,61.29,192.6,0
423,43,395.44,314.78,1
424,32,405.2,173.09,1
425,82,219.04,278.44,0
426,80,127.09,183.04,0
427,46,382.7,269.34,1
428,78,432.69,367.24,1
429,51,492.13,467.76,1
430,76,194.01,77.14,0
431,47,476.68,298.65,1
432,94,477.87,422.35,1
433,69,422.54,112.24,1
434,45,286.13,207.02,0
435,45,456.36,364.18,1
436,25,320.41,250.26,1
437,29,164.27,285.75,0
438,49,343.66,43.25,0
439,42,377.79,288.71,1
440,21,469.83,105.58,1
441,25,473.53,364.04,1
442,63,92.24,411.34,0
443,89,97.25,330.22,0
444,38,257.11,19.84,0
445,38,140.09,478.89,1
446,36,28.65,326.28,0
447,45,10.97,301.52,0
448,43,185.12,102.28,0
449,52,461.54,484.38,1
450,64,100.89,199.44,0
451,21,196.96,462.49,1
452,39,43.47,148.19,0
453,56,235.13,234.96,0
454,70,297.89,309.28,1
455,57,297.16,297.34,1
456,78,66.69,161.61,0
457,65,321.76,167.28,0
458,81,289.6,316.75,1
459,20,55.89,421.78,0
460,20,257.25,166.36,0
461,50,451.42,427.66,1
462,44,399.86,76.52,0
463,33,290.94,278.83,1
464,90,164.32,448.38,1
465,39,453.23,324.27,1
466,35,34.53,32.6,0
467,72,378.96,268.17,1
468,57,250.11,382.83,1
469,21,27.01,333.95,0
470,35,186.7,41.47,0
471,90,316.54,348.4,1
472,52,356.6,261.28,1
473,20,180.16,258.17,0
474,33,31.45,282.01,0
475,79,88.69,172.96,0
476,80,212.42,255.4,0
477,90,92.58,134.74,0
478,68,85.08,248.18,0
479,59,306.49,222.92,0
480,88,338.86,390.26,1
481,42,17.69,37.26,0
482,59,396.77,372.21,1
483,45,350.43,93.11,0
484,52,77.43,360.29,0
485,52,468.1,443.82,1
486,22,342.56,14.5,0
487,58,77.75,181.84,0
488,34,265.68,421.68,1
489,40,489.39,190.33,1
490,20,71.02,213.83,0
491,45,113.37,394.05,0
492,24,287.65,305.41,1
493,30,353.32,92.14,0
494,27,64.2,344.24,0
495,20,432.75,344.42,1
496,33,456.18,182.69,1
497,33,404.65,236.83,1
498,23,328.6,177.39,0
499,91,273.38,23.58,0
500,65,373.06,319.95,1
501,22,91.79,318.66,0
502,40,125.6,117.69,0
503,91,170.48,46.8,0
504,45,277.96,209.16,0
505,68,489.24,140.06,1
506,70,303.38,101.81,0
507,30,40.64,395.47,0
508,30,251.59,256.12,0
509,67,243.84,42.35,0
510,78,153.89,362.97,1
511,52,191.75,485.29,1
512,76,13.28,129.61,0
513,43,325.23,342.43,1
514,60,259.24,283.47,1
515,64,383.28,230.87,1
516,57,447.71,485.78,1
517,46,270.09,292.31,1
518,57,111.79,41.05,0
519,50,194.05,316.03,0
520,80,361.55,163.1,1
521,24,230.42,440.31,1
522,37,358.49,50.13,0
523,66,351.42,406.55,1
524,32,135.07,96.77,0
525,52,456.17,445.9,1
526,79,159.93,290.0,0
527,36,105.56,219.33,0
528,53,37.37,180.88,0
529,79,191.94,347.36,1
530,83,107.23,22.88,0
531,89,238.21,30.61,0
532,63,354.24,466.09,1
533,71,286.58,349.94,1
534,31,435.57,28.52,0
535,22,365.53,208.33,1
536,64,353.62,44.81,0
537,80,142.17,56.41,0
538,28,153.74,78.74,0
539,44,411.72,376.51,1
540,68,474.52,223.16,1
541,29,322.23,482.37,1
542,26,48.37,121.3,0
543,86,407.56,84.95,0
544,26,243.68,432.3,1
545,61,62.68,21.66,0
546,30,440.56,317.22,1
547,41,35.24,418.46,0
548,26,378.28,237.89,1
549,76,34.53,433.98,0
550,71,355.06,60.28,0
551,26,328.19,428.68,1
552,83,80.73,268.2,0
553,84,78.62,329.64,0
554,94,275.82,264.17,1
555,41,434.27,339.9,1
556,33,297.19,396.28,1
557,70,86.02,187.43,0
558,93,443.54,279.12,1
559,66,477.88,497.74,1
560,78,59.82,50.72,0
561,85,161.94,477.29,1
562,29,11.49,301.11,0
563,75,166.41,60.61,0
564,22,201.1,407.58,1
565,64,173.28,154.54,0
566,56,166.93,30.55,0
567,93,70.98,352.78,0
568,50,233.58,42.44,0
569,64,191.3,153.71,0
570,35,173.55,81.31,0
571,81,165.93,315.79,0
572,26,381.03,324.09,1
573,85,36.96,392.19,0
574,51,428.07,48.33,0
575,66,81.58,236.78,0
576,51,209.84,134.96,0
577,82,239.93,217.18,0
578,63,85.49,188.32,0
579,45,170.52,306.57,0
580,75,62.68,60.27,0
581,79,31.07,255.45,0
582,72,139.69,108.44,0
583,61,450.39,281.78,1
584,45,160.99,339.5,0
585,78,414.0,442.82,1
586,93,172.24,385.69,1
587,42,90.28,205.76,0
588,22,111.0,46.46,0
589,39,330.05,355.08,1
590,82,389.6,490.0,1
591,64,196.5,445.45,1
592,25,302.33,300.59,1
593,74,166.94,243.15,0
594,42,365.52,370.36,1
595,51,140.55,186.47,0
596,84,91.15,360.5,0
597,79,296.89,222.13,1
598,22,420.09,441.53,1
599,53,426.93,160.79,1
600,47,390.87,290.13,1
601,81,147.96,202.98,0
602,87,103.35,350.08,0
603,34,350.07,322.38,1
604,66,58.98,466.89,0
605,58,18.88,384.23,0
606,54,83.21,206.6,0
607,74,301.67,120.76,0
608,54,297.37,456.22,1
609,49,197.65,294.12,0
610,72,401.94,319.71,1
611,51,369.94,371.47,1
612,31,203.56,160.74,0
613,89,420.39,52.59,0
614,34,262.39,414.56,1
615,42,120.58,316.5,0
616,55,366.14,261.34,1
617,50,177.88,273.32,0
618,20,358.66,363.66,1
619,88,493.69,400.99,1
620,64,207.44,478.44,1
621,79,356.5,66.2,0
622,30,433.47,184.07,1
623,57,106.05,62.01,0
624,43,348.29,208.37,1
625,76,254.87,497.05,1
626,26,83.94,254.18,0
627,52,243.34,234.97,0
628,69,103.75,135.51,0
629,73,103.0,491.45,1
630,45,243.46,72.48,0
631,52,491.08,379.7,1
632,21,210.66,142.64,0
633,79,65.16,149.72,0
634,70,205.83,390.67,1
635,51,276.14,148.48,0
636,89,247.81,328.74,1
637,43,409.06,46.96,0
638,87,326.18,298.89,1
639,50,109.35,112.81,0
640,25,225.97,76.9,0
641,50,440.49,382.11,1
642,48,50.76,270.1,0
643,57,94.28,292.87,0
644,44,225.61,308.4,0
645,90,137.99,66.09,0
646,34,437.8,166.31,1
647,28,18.29,259.57,0
648,42,411.23,104.48,0
649,25,324.95,293.73,1
650,82,278.56,176.42,0
651,59,267.98,423.28,1
652,72,90.51,305.54,0
653,23,239.91,199.04,0
654,20,187.85,228.07,0
655,58,236.76,191.52,0
656,27,67.7,310.12,0
657,29,477.58,121.14,1
658,35,324.05,315.99,1
659,76,448.45,330.13,1
660,83,430.23,338.1,1
661,90,379.61,265.77,1
662,88,164.29,116.94,0
663,26,487.67,192.05,1
664,27,275.06,88.3,0
665,45,417.04,89.58,0
666,23,428.14,335.72,1
667,93,397.91,338.41,1
668,63,47.93,163.68,0
669,44,459.64,90.96,1
670,48,153.08,148.63,0
671,31,339.28,18.06,0
672,60,453.75,401.22,1
673,84,298.11,62.77,0
674,59,468.61,458.09,1
675,79,108.2,236.37,0
676,82,272.72,379.33,1
677,23,55.34,222.26,0
678,73,288.88,463.13,1
679,79,319.09,472.78,1
680,30,286.47,117.04,0
681,50,142.04,197.63,0
682,57,313.08,51.74,0
683,52,346.9,260.5,1
684,49,136.95,293.0,0
685,55,57.23,437.99,0
686,60,31.13,159.93,0
687,42,470.71,102.92,1
688,84,412.01,384.92,1
689,41,316.09,90.44,0
690,93,71.02,69.22,0
691,70,431.14,442.24,1
692,42,236.7,347.0,1
693,32,126.62,88.86,0
694,77,233.84,474.94,1
695,43,137.69,152.35,0
696,52,87.37,359.14,0
697,91,159.95,267.42,0
698,42,410.45,274.59,1
699,49,472.58,203.08,1
700,45,18.55,449.68,0
701,91,321.54,357.91,1
702,82,52.31,187.8,0
703,63,339.66,253.76,1
704,56,235.27,24.66,0
705,74,405.01,25.34,0
706,31,196.36,469.36,1
707,90,442.19,359.88,1
708,29,412.18,139.19,0
709,62,142.77,40.64,0
710,69,85.81,10.48,0
711,41,290.86,459.19,1
712,32,401.76,403.42,1
713,40,479.59,135.1,1
714,62,373.12,195.78,1
715,81,264.8,202.17,0
716,91,387.38,242.73,1
717,72,62.21,298.7,0
718,65,33.88,136.66,0
719,87,484.86,417.87,1
720,66,143.15,126.73,0
721,50,46.55,188.81,0
722,66,209.76,297.11,0
723,52,162.19,197.83,0
724,70,122.51,113.12,0
725,63,68.24,251.83,0
726,70,442.19,187.88,1
727,55,46.7,99.84,0
728,63,74.92,434.51,0
729,90,425.49,399.55,1
730,70,250.12,217.8,0
731,60,212.3,327.29,1
732,29,122.64,476.65,1
733,69,280.28,186.59,0
734,34,284.62,258.68,0
735,62,169.49,190.41,0
736,25,267.96,227.97,0
737,71,194.44,33.58,0
738,31,389.54,252.1,1
739,53,271.62,218.22,0
740,32,422.17,274.67,1
741,46,185.99,359.83,0
742,40,266.54,136.46,0
743,44,287.93,405.43,1
744,83,65.23,352.09,0
745,32,455.85,59.05,0
746,27,399.21,466.16,1
747,41,465.16,453.14,1
748,51,496.58,24.76,0
749,42,101.0,269.25,0
750,59,394.8,213.34,1
751,86,423.76,339.09,1
752,35,269.14,108.72,0
753,51,152.85,18.81,0
754,38,339.36,147.55,0
755,74,462.92,115.51,1
756,34,60.27,35.19,0
757,54,204.9,468.16,1
758,65,386.68,381.78,1
759,33,314.59,333.11,1
760,30,497.31,80.57,1
761,72,198.22,313.78,0
762,37,14.64,158.01,0
763,29,182.62,363.44,0
764,88,338.68,395.55,1
765,93,133.56,229.25,0
766,49,346.65,494.2,1
767,34,13.84,309.56,0
768,63,13.05,364.14,0
769,60,159.9,413.42,1
770,55,128.09,397.53,0
771,77,24.3,188.92,0
772,86,322.47,73.68,0
773,79,357.67,24.12,0
774,65,409.89,243.22,1
775,20,324.86,250.54,1
776,62,309.68,237.5,1
777,86,156.07,337.88,0
778,54,348.84,338.23,1
779,72,464.33,48.53,0
780,21,222.76,334.04,0
781,34,145.96,339.0,0
782,78,289.55,168.5,0
783,87,451.02,478.73,1
784,44,210.46,333.97,0
785,44,325.44,100.8,0
786,70,414.81,144.99,1
787,29,344.24,455.12,1
788,55,483.74,37.9,0
789,90,75.67,15.98,0
790,76,157.86,429.54,1
791,59,224.25,392.34,1
792,68,197.76,489.14,1
793,50,30.73,108.57,0
794,58,24.05,473.55,0
795,54,344.47,87.72,0
796,56,70.29,329.13,0
797,35,215.63,170.53,0
798,90,43.76,259.34,0
799,53,418.74,269.32,1
800,58,16.26,330.72,0
801,38,94.64,431.72,0
802,33,237.69,25.44,0
803,74,420.03,81.43,0
804,62,472.15,462.89,1
805,45,283.97,460.71,1
806,76,254.73,56.78,0
807,32,342.05,128.35,0
808,52,262.83,252.92,0
809,34,205.89,309.6,0
810,57,90.63,82.71,0
811,32,250.62,257.87,0
812,56,162.12,289.6,0
813,83,57.08,175.67,0
814,71,216.36,151.65,0
815,65,232.8,394.65,1
816,46,451.96,267.1,1
817,29,233.91,96.06,0
818,28,229.02,254.63,0
819,41,30.91,15.64,0
820,34,361.48,102.43,0
821,53,489.36,435.89,1
822,47,244.59,194.68,0
823,54,357.88,109.74,0
824,55,310.81,289.33,1
825,55,60.47,124.16,0
826,27,80.99,86.83,0
827,54,164.35,202.79,0
828,88,303.46,223.68,1
829,65,106.63,258.96,0
830,31,403.85,306.51,1
831,93,101.94,54.19,0
832,83,278.24,259.15,1
833,37,44.8,143.11,0
834,29,499.75,286.43,1
835,29,244.41,23.47,0
836,61,255.16,318.76,1
837,50,364.2,229.49,1
838,25,127.41,417.61,0
839,67,100.89,270.24,0
840,79,309.64,262.59,1
841,87,103.92,48.04,0
842,56,461.75,478.89,1
843,64,417.34,107.9,0
844,55,107.06,412.26,0
845,35,153.5,218.88,0
846,29,211.32,368.58,1
847,27,367.3,481.82,1
848,63,242.11,155.92,0
849,51,303.24,71.03,0
850,56,329.96,313.28,1
851,86,478.73,365.2,1
852,35,111.21,237.38,0
853,37,214.21,408.95,1
854,30,356.48,31.25,0
855,22,338.47,255.31,1
856,62,276.59,158.5,0
857,69,347.92,170.19,0
858,65,430.77,112.97,1
859,82,470.75,48.33,1
860,90,453.61,467.0,1
861,65,190.97,482.75,1
862,66,387.15,142.84,1
863,79,397.92,98.3,0
864,26,304.98,207.53,0
865,88,115.64,56.8,0
866,36,370.7,439.24,1
867,57,351.91,56.92,0
868,89,136.94,383.75,1
869,68,296.07,142.22,0
870,88,408.82,211.29,1
871,47,471.75,197.07,1
872,38,130.78,220.88,0
873,23,287.99,224.56,0
874,60,184.67,179.45,0
875,40,187.18,81.59,0
876,63,418.98,385.57,1
877,35,336.99,234.59,1
878,24,166.19,170.75,0
879,45,269.98,59.93,0
880,73,153.4,125.87,0
881,61,284.86,75.37,0
882,59,91.46,62.42,0
883,68,407.31,294.42,1
884,34,98.46,209.45,0
885,62,343.21,39.27,0
886,81,224.46,192.2,0
887,74,82.07,163.3,0
888,21,255.53,437.72,1
889,64,151.16,357.85,0
890,45,140.73,202.11,0
891,78,387.32,228.4,1
892,32,319.66,22.98,0
893,78,20.09,203.92,0
894,62,327.12,203.59,0
895,94,29.76,143.57,0
896,22,395.1,92.22,0
897,61,275.25,335.44,1
898,37,165.84,141.93,0
899,88,55.21,461.49,1
900,30,163.36,96.25,0
901,31,148.84,321.39,0
902,77,432.74,132.24,1
903,70,343.46,269.31,1
904,30,277.34,486.03,1
905,69,304.56,421.1,1
906,24,456.31,276.72,1
907,87,27.09,221.0,0
908,40,352.78,417.91,1
909,58,18.5,385.62,0
910,72,405.35,14.93,0
911,92,17.91,389.99,0
912,69,245.15,490.93,1
913,26,17.44,28.72,0
914,40,290.87,204.17,0
915,52,253.76,454.73,1
916,50,293.85,135.1,0
917,75,339.98,123.77,0
918,40,431.5,224.68,1
919,40,482.55,17.12,0
920,69,433.47,60.92,0
921,66,321.44,355.22,1
922,30,56.22,342.5,0
923,87,142.08,466.66,1
924,42,128.78,177.94,0
925,56,419.73,435.59,1
926,21,219.85,21.17,0
927,87,433.52,247.71,1
928,49,272.85,241.93,0
929,70,483.85,115.21,1
930,59,217.17,109.53,0
931,65,56.95,470.68,0
932,90,317.95,77.8,0
933,65,314.18,390.09,1
934,79,295.45,76.92,0
935,27,482.65,389.11,1
936,92,471.51,79.39,1
937,91,194.55,252.99,0
938,44,348.21,487.14,1
939,37,342.3,140.8,0
940,58,157.0,19.04,0
941,49,150.69,131.09,0
942,42,287.91,170.91,0
943,57,434.64,235.46,1
944,36,327.07,244.03,1
945,49,311.58,423.38,1
946,53,173.21,406.18,1
947,83,43.97,397.72,0
948,24,197.09,230.66,0
949,52,219.22,128.79,0
950,48,156.81,419.91,1
951,79,109.8,249.36,0
952,64,43.69,295.76,0
953,33,46.89,183.34,0
954,23,105.39,456.06,0
955,32,486.86,49.09,0
956,81,198.26,467.81,1
957,35,189.24,410.76,1
958,57,308.06,149.45,0
959,39,72.57,180.77,0
960,94,45.45,193.9,0
961,69,218.52,117.01,0
962,30,251.03,231.14,0
963,76,442.49,492.62,1
964,68,71.12,378.33,0
965,36,97.73,126.43,0
966,85,352.77,288.35,1
967,32,299.62,116.53,0
968,84,271.61,230.68,0
969,64,200.26,500.0,1
970,75,192.85,340.59,1
971,32,112.57,210.01,0
972,22,489.15,440.83,1
973,27,488.58,281.48,1
974,78,23.7,214.99,0
975,65,278.61,129.27,0
976,86,477.63,416.79,1
977,37,470.82,306.21,1
978,68,478.57,225.12,1
979,24,441.66,225.85,1
980,44,206.8,395.65,1
981,60,375.5,75.04,0
982,33,368.96,326.98,1
983,63,254.24,173.57,0
984,40,439.93,45.85,0
985,37,387.41,233.01,1
986,68,363.23,237.5,1
987,84,462.04,190.77,1
988,73,482.09,353.64,1
989,81,212.63,43.58,0
990,76,155.44,100.16,0
991,29,461.69,198.3,1
992,91,133.1,260.16,0
993,75,28.85,149.09,0
994,61,307.91,50.48,0
995,84,439.51,154.06,1
996,74,337.75,414.98,1
